amzn12_1,elinevandewalle,positive,,137,141
amzn12_2,elinevandewalle,positive,,142,144
amzn12_3,elinevandewalle,positive,,229,231
amzn12_4,elinevandewalle,positive,,233,240
amzn12_5,elinevandewalle,positive,,273,274
amzn12_6,elinevandewalle,negative,,273,274
amzn12_7,elinevandewalle,positive,,310,311
amzn12_8,elinevandewalle,negative,,315,321
amzn12_9,elinevandewalle,negative,,328,329
amzn12_10,elinevandewalle,negative,,396,401
amzn12_11,elinevandewalle,negative,,477,478
amzn12_12,elinevandewalle,positive,,477,478
amzn12_13,elinevandewalle,positive,,542,545
amzn12_14,elinevandewalle,negative,,554,555
amzn12_15,elinevandewalle,negative,,727,728
amzn12_16,elinevandewalle,negative,,783,786
amzn12_17,elinevandewalle,neutral,,915,921
amzn12_18,jefdhondt,negative,,64,66
amzn12_19,jefdhondt,positive,,137,144
amzn12_20,jefdhondt,positive,,189,193
amzn12_21,jefdhondt,positive,,229,231
amzn12_22,jefdhondt,positive,,236,240
amzn12_23,jefdhondt,positive,,310,311
amzn12_24,jefdhondt,negative,,328,329
amzn12_25,jefdhondt,negative,,396,401
amzn12_26,jefdhondt,negative,,448,450
amzn12_27,jefdhondt,positive,,536,545
amzn12_28,jefdhondt,negative,,658,661
amzn12_29,jefdhondt,negative,,783,786
amzn12_30,haiyanhuang,positive,,43,45
amzn12_31,haiyanhuang,positive,,65,66
amzn12_32,haiyanhuang,positive,,137,144
amzn12_33,haiyanhuang,positive,,182,184
amzn12_34,haiyanhuang,neutral,,190,193
amzn12_35,haiyanhuang,positive,,229,231
amzn12_36,haiyanhuang,positive,,233,237
amzn12_37,haiyanhuang,positive,,256,257
amzn12_38,haiyanhuang,negative,,273,274
amzn12_39,haiyanhuang,positive,,273,274
amzn12_40,haiyanhuang,positive,,293,295
amzn12_41,haiyanhuang,negative,,302,304
amzn12_42,haiyanhuang,positive,,310,311
amzn12_43,haiyanhuang,negative,,320,321
amzn12_44,haiyanhuang,negative,,328,329
amzn12_45,haiyanhuang,negative,,333,334
amzn12_46,haiyanhuang,negative,,391,393
amzn12_47,haiyanhuang,negative,,396,401
amzn12_48,haiyanhuang,neutral,,435,440
amzn12_49,haiyanhuang,negative,,448,450
amzn12_50,haiyanhuang,positive,,508,509
amzn12_51,haiyanhuang,positive,,536,541
amzn12_52,haiyanhuang,positive,,542,545
amzn12_53,haiyanhuang,negative,,658,661
amzn12_54,haiyanhuang,positive,,666,668
amzn12_55,haiyanhuang,negative,,785,786
amzn12_56,haiyanhuang,negative,,883,884
amzn12_57,haiyanhuang,positive,,916,921
amzn12_58,haiyanhuang,positive,,1056,1060
